LDMK_NUM,LDMK_NAME,ORD_NUM,ORD_DATE,ADDRESS_ID,ADDRESS_LINE1,ADDRESS_LINE2,ADDRESS_NOTES,CITY,STATE,ZIP,SITUS_NUM,SITUS_DIR,SITUS_ST,SITUS_TYPE,SITUS_APT,DIST_NUM,DIST_NAME,STATE_HIST_NUM,GLOBALID
274,Huddart Terrace,98,1997-02-14 00:00:00,,625 E 16th AVE,,,,,,625,E,16th,AVE,,NA,No District,,{00000000-0000-0000-0000-000000000000}
275,Milo Smith House,99,1997-02-14 00:00:00,,1360  Birch  ST,,,,,,1360,,Birch ,ST,,NA,No District,5DV.5178,{00000000-0000-0000-0000-000000000000}
276,Shorter Ame Church,224,1997-04-22 00:00:00,,119  Park Avenue West ,,,,,,119,,Park Avenue ,,,NA,No District,5DV.5305,{00000000-0000-0000-0000-000000000000}
277,Benjamin Brown House,223,1997-04-22 00:00:00,,410  Marion ST,,,,,,410,,Marion,ST,,43,DRIVING PARK,,{00000000-0000-0000-0000-000000000000}
278,Cuthbert-Dines House,343,1997-06-06 00:00:00,,1350  Logan ST,,,,,,1350,,Logan,ST,,NA,No District,5DV.743,{00000000-0000-0000-0000-000000000000}
279,Helene Apartments,344,1997-06-06 00:00:00,,1062  Pearl ST,,,,,,1062,,Pearl,ST,,NA,No District,5DV.5249,{00000000-0000-0000-0000-000000000000}
280,Kinneavy Terrace,430,1997-07-03 00:00:00,,2700  Stout ST,2714,,,,,2700,,Stout,ST,2714,48,CURTIS PARK - E,,{00000000-0000-0000-0000-000000000000}
281,Fifth Church Of Christ Scientist,486,1997-08-01 00:00:00,,1477  Columbine ST,,,,,,1477,,Columbine,ST,,NA,No District,,{00000000-0000-0000-0000-000000000000}
282,Arthur E. Pierce House,801,1997-11-14 00:00:00,,24 E Ellsworth  AVE,,,,,,24,E,Ellsworth ,AVE,,NA,No District,,{00000000-0000-0000-0000-000000000000}
285,Lincoln Elementary School,399,1998-06-19 00:00:00,,710 S Pennsylvania  ST,,,,,,710,S,Pennsylvania,ST,,NA,No District,5DV.2070,{00000000-0000-0000-0000-000000000000}
286,Ross-Lewin Double,400,1998-06-19 00:00:00,,1912  Logan ST,1918,,,,,1912,,Logan,ST,1918,NA,No District,5DV.2894,{00000000-0000-0000-0000-000000000000}
287,Westside Courthouse,478,1998-07-17 00:00:00,,924 W Colfax AVE,,,,,,924,W,Colfax,AVE,,NA,No District,5DV.7045,{00000000-0000-0000-0000-000000000000}
288,Grant House,479,1998-07-17 00:00:00,,100 S Franklin ST,,,,,,100,S,Franklin,ST,,NA,No District,5DV.6960,{00000000-0000-0000-0000-000000000000}
289,Highlands United Methodist Church,547,1998-08-14 00:00:00,,3131  Osceola ST,,,,,,3131,,Osceola,ST,,46,WOLFF PLACE,5DV.632,{00000000-0000-0000-0000-000000000000}
290,Hayes Townhouses,736,1998-11-05 00:00:00,,1726  Pearl ST,1738,,,,,1726,,Pearl,ST,1738,NA,No District,5DV.2706,{00000000-0000-0000-0000-000000000000}
292,Arcanum-Beldame Apartments,30,1999-10-08 00:00:00,,1904  Logan ST,,,,,,1904,,Logan,ST,,NA,No District,5DV.2578,{00000000-0000-0000-0000-000000000000}
294,Epworth Church/Community Center,436,1999-06-11 00:00:00,,1130  31st ST,,,,,,1130,,31st,ST,,NA,No District,5DV.8177,{00000000-0000-0000-0000-000000000000}
127,Fleming House,371,1981-07-28 00:00:00,,1133  Pennsylvania ST,,,,,,1133,,Pennsylvania,ST,,31,PENNSYLVANIA STREET,5DV.661,{00000000-0000-0000-0000-000000000000}
33,Croke/Patterson House,457,1973-07-16 00:00:00,,420 E 11th AVE,428,,,,,420,E,11th,AVE,428,31,PENNSYLVANIA STREET,5DV.172,{00000000-0000-0000-0000-000000000000}
40,McKay House,653,1973-11-08 00:00:00,,3359  Alcott ST,,,,,,3359,,Alcott,ST,,13,POTTER HIGHLANDS,5DV.85.46,{00000000-0000-0000-0000-000000000000}
148,McKibben Building,55,1983-02-10 00:00:00,,1411  Larimer ST,,,,,,1411,,Larimer,ST,,1,LARIMER SQUARE,5DV.104.3,{00000000-0000-0000-0000-000000000000}
21,Navarre Building,470,1971-12-09 00:00:00,,1725  Tremont PL,,,,,,1725,,Tremont,PL,,38,DOWNTOWN DENVER,5DV.124,{00000000-0000-0000-0000-000000000000}
22,Smith House,471,1971-12-09 00:00:00,,1801  York ST,,,,,,1801,,York,ST,,NA,No District,5DV.907,{00000000-0000-0000-0000-000000000000}
23,Pope/Thompson/Wasson House,166,1972-05-24 00:00:00,,1320  Race ST,,,,,,1320,,Race,ST,,22,WYMAN,,{00000000-0000-0000-0000-000000000000}
24,Denver Tramway Power Plant,212,1972-05-25 00:00:00,,1416  Platte ST,,,,,,1416,,Platte,ST,,NA,No District,5DV.541,{00000000-0000-0000-0000-000000000000}
25,Pearce/Mccallister House,328,1972-08-17 00:00:00,,1880  Gaylord ST,,,,,,1880,,Gaylord,ST,,NA,No District,5DV.126,{00000000-0000-0000-0000-000000000000}
26,Tivoli Brewery,329,1972-08-17 00:00:00,,1318  10th ST,1342,,,,,1318,,10th,ST,1342,NA,No District,5DV.119,{00000000-0000-0000-0000-000000000000}
27,Buckhorn Exchange,330,1972-08-17 00:00:00,,1000  Osage ST,,,,,,1000,,Osage,ST,,NA,No District,5DV.700,{00000000-0000-0000-0000-000000000000}
29,Tears/Mcfarlane House,635,1973-02-06 00:00:00,,1290  Williams ST,,,,,,1290,,Williams,ST,,NA,No District,5DV.180,{00000000-0000-0000-0000-000000000000}
30,Odd Fellows Hall,646,1973-01-22 00:00:00,,1543  Champa ST,1545,,,,,1543,,Champa,ST,1545,38,DOWNTOWN DENVER,5DV.491,{00000000-0000-0000-0000-000000000000}
31,Tramway Cable Building,645,1972-01-22 00:00:00,,1801  Lawrence ST,,,,,,1801,,Lawrence,ST,,NA,No District,5DV.117,{00000000-0000-0000-0000-000000000000}
32,Richthofen Castle,249,1973-06-11 00:00:00,,7020 E 12th AVE,,,,,,7020,E,12th,AVE,,5,MONTCLAIR,5DV.158,{00000000-0000-0000-0000-000000000000}
35,Sacred Heart Church,529,1973-08-31 00:00:00,,2760  Larimer ST,,,,,,2760,,Larimer,ST,,NA,No District,5DV.5993,{00000000-0000-0000-0000-000000000000}
36,Thomas Hornsby Ferrill House,530,1973-08-31 00:00:00,,2123  Downing ST,,,,,,2123,,Downing,ST,,NA,No District,5DV.202.18,{00000000-0000-0000-0000-000000000000}
37,Asbury Methodist Church,653,1973-11-01 00:00:00,,2205 W 30th AVE,,,,,,2205,W,30th,AVE,,NA,No District,5DV.358.106,{00000000-0000-0000-0000-000000000000}
38,Herman Heiser House,653,1973-11-01 00:00:00,,3016  Osceola ST,,,,,,3016,,Osceola,ST,,46,WOLFF PLACE,5DV.631,{00000000-0000-0000-0000-000000000000}
39,Queree House,653,1973-11-01 00:00:00,,2914 W 29th AVE,,,,,,2914,W,29th,AVE,,NA,No District,5DV.2748,{00000000-0000-0000-0000-000000000000}
41,Cox House,653,1973-11-01 00:00:00,,3417  Lowell BV,,,,,,3417,,Lowell,BV,,NA,No District,5DV.620,{00000000-0000-0000-0000-000000000000}
42,Cox Gargoyle House,653,1973-11-01 00:00:00,,3425  Lowell BV,,,,,,3425,,Lowell,BV,,NA,No District,5DV.621,{00000000-0000-0000-0000-000000000000}
43,Miller House,653,1973-11-01 00:00:00,,2501  High ST,,,,,,2501,,High,ST,,NA,No District,5DV.6991,{00000000-0000-0000-0000-000000000000}
44,John Brisbane Walker House,653,1973-11-08 00:00:00,,3520  Newton ST,,,,,,3520,,Newton,ST,,NA,No District,5DV.630,{00000000-0000-0000-0000-000000000000}
45,Cheesman Park Memorial,654,1973-11-01 00:00:00,,1000  High ST,,,,,,1000,,High,ST,,NA,No District,5DV.5308,{00000000-0000-0000-0000-000000000000}
46,Botanic Gardens House,654,1973-11-08 00:00:00,,909  York ST,,,,,,909,,York,ST,,8,MORGAN'S SUBDIVISION,5DV.182,{00000000-0000-0000-0000-000000000000}
48,Eugene Field House,654,1973-11-01 00:00:00,,701 S Franklin ST,,,,,,701,S,Franklin,ST,,NA,No District,5DV.173,{00000000-0000-0000-0000-000000000000}
50,Montclair Community Center,654,1973-11-08 00:00:00,,6820 E 12th AVE,,,,,,6820,E,12th,AVE,,5,MONTCLAIR,5DV.709.7,{00000000-0000-0000-0000-000000000000}
51,James Fleming House,654,1973-11-08 00:00:00,,1501 S Logan ST,,,,,,1501,S,Logan,ST,,NA,No District,5DV.8176,{00000000-0000-0000-0000-000000000000}
52,Dennis Sheedy House,31,1974-01-23 00:00:00,,1115  Grant  ST,1121,,,,,1115,,Grant ,ST,1121,33,SHERMAN GRANT,5DV.740,{00000000-0000-0000-0000-000000000000}
53,Fire House No. 1,58,1974-02-11 00:00:00,,1326  Tremont PL,,,,,,1326,,Tremont,PL,,NA,No District,5DV.152,{00000000-0000-0000-0000-000000000000}
54,Hallet House,81,1974-02-26 00:00:00,,900  Logan ST,,,,,,900,,Logan,ST,,19,QUALITY HILL,,{00000000-0000-0000-0000-000000000000}
55,Campbell House,81,1974-02-26 00:00:00,,940  Logan ST,,,,,,940,,Logan,ST,,19,QUALITY HILL,5DV.172?,{00000000-0000-0000-0000-000000000000}
57,Clemes-Lipe House,81,1974-02-26 00:00:00,,901  Pennsylvania ST,,,,,,901,,Pennsylvania,ST,,19,QUALITY HILL,,{00000000-0000-0000-0000-000000000000}
58,Taylor House,81,1974-02-26 00:00:00,,945  Pennsylvania ST,,,,,,945,,Pennsylvania,ST,,19,QUALITY HILL,5DV.5403,{00000000-0000-0000-0000-000000000000}
334,Beth Eden Baptist Church,292,2014-05-19 00:00:00,,3241 Lowell BLVD,,,,,,3241,,Lowell,BLVD,,NA,No District,5DV.10643?,{00000000-0000-0000-0000-000000000000}
315,Catherine Mullen Nurses Home,27,2006-01-23 00:00:00,,1895 N Franklin ST,,,,,,1895,N,Franklin,ST,,NA,No District,,{00000000-0000-0000-0000-000000000000}
88,Ivy Chapel-Fairmount Cemetery,4,1976-11-04 00:00:00,,400 S Quebec ST,,,,,,400,S,Quebec,ST,,NA,No District,5DV.734,{00000000-0000-0000-0000-000000000000}
180,Park Hill Library,524,1989-09-20 00:00:00,,2000  Dexter ST,,,,,,2000,,Dexter,ST,,NA,No District,,{00000000-0000-0000-0000-000000000000}
227,Ogden Theater,387,1994-11-02 00:00:00,,935 E Colfax AVE,,,,,,935,E,Colfax,AVE,,NA,No District,5DV.2609,{00000000-0000-0000-0000-000000000000}
259,Cranmer House,197,1996-03-08 00:00:00,,200  Cherry  ST,,,,,,200,,Cherry ,ST,,NA,No District,,{00000000-0000-0000-0000-000000000000}
303,Evans School,1028,2001-12-31 00:00:00,,1115  Acoma ST,,,,,,1115,,Acoma,ST,,NA,No District,5DV.155,{00000000-0000-0000-0000-000000000000}
129,Wheeler Block,597,1981-11-20 00:00:00,,2150 W 29th AVE,,,,,,2150,W,29th,AVE,,NA,No District,5DV.358.101,{00000000-0000-0000-0000-000000000000}
311,Denver Union Station,705,2004-10-05 00:00:00,,1701  Wynkoop ST,1777,,,,,1701,,Wynkoop,ST,1777,NA,No District,5DV.114,{00000000-0000-0000-0000-000000000000}
298,Bethesda Gateway and Chapel,268,2000-04-07 00:00:00,,4400 E Iliff  AVE,,,,,,4400,E,Iliff ,AVE,,NA,No District,,{00000000-0000-0000-0000-000000000000}
102,St Patricks Church,452,1977-08-29 00:00:00,,3301  Pecos ST,3325,,,,,3301,,Pecos,ST,3325,NA,No District,5DV.109,{00000000-0000-0000-0000-000000000000}
224,Golda Meir House,737,1994-10-12 00:00:00,,1146  9th ST,,,,,,1146,,9th,ST,,NA,No District,5DV.328,{00000000-0000-0000-0000-000000000000}
249,Alexander Cowie House,900,1995-11-06 00:00:00,,3147  Umatilla ST,,,,,,3147,,Umatilla,ST,,NA,No District,5DV.358.36,{00000000-0000-0000-0000-000000000000}
236,"CF Holmes, Jr. House",983,1994-12-05 00:00:00,,2330  Downing ST,,,,,,2330,,Downing,ST,,NA,No District,5DV.6969,{00000000-0000-0000-0000-000000000000}
247,Horace Mann Middle School,709,1995-09-11 00:00:00,,4130  Navajo ST,,,,,,4130,,Navajo,ST,,NA,No District,5DV.2077,{00000000-0000-0000-0000-000000000000}
333,Dr. Margaret Long House,183,2013-04-12 00:00:00,18343,2070 N. Colorado Blvd.,,,,,,2070,N,Colorado,BLVD,,NA,No District,5DV.66,{00000000-0000-0000-0000-000000000000}
114,Thomas M. Field House (Site - Demolished),79,1979-02-23 00:00:00,,2305 S. Washington ST,,No longer valid,,,,,,,,,NA,No District,,{00000000-0000-0000-0000-000000000000}
34,Forster-McCauley-Symes-French Consulate House,458,1973-07-16 00:00:00,,736  Pearl ST,738,,,,,736,,Pearl,ST,738,21,7TH AVENUE,,{00000000-0000-0000-0000-000000000000}
146,Gallup-Stanbury Building,53,1983-02-10 00:00:00,,1445  Larimer ST,1451,,,,,1445,,Larimer,ST,1451,1,LARIMER SQUARE,5DV.104.10,{00000000-0000-0000-0000-000000000000}
208,McBird House,446,1993-06-21 00:00:00,,2225  Downing ST,,,,,,2225,,Downing,ST,,NA,No District,5DV.4854,{00000000-0000-0000-0000-000000000000}
61,McCrary Building,349,1974-05-28 00:00:00,,1634  Market ST,1638,,,,,1634,,Market,ST,1638,15,LOWER DOWNTOWN,,{00000000-0000-0000-0000-000000000000}
56,McKinley Mansion,81,1974-02-26 00:00:00,,948  Logan ST,952,,,,,948,,Logan,ST,952,19,QUALITY HILL,,{00000000-0000-0000-0000-000000000000}
86,McNeil House,591,1975-12-19 00:00:00,,930  Logan ST,,,,,,930,,Logan,ST,,19,QUALITY HILL,,{00000000-0000-0000-0000-000000000000}
135,Peter McCourt House,185,1982-04-16 00:00:00,,1471  High ST,,,,,,1471,,High,ST,,22,WYMAN,5DV.1475,{00000000-0000-0000-0000-000000000000}
255,Sayre's Alhambra,966,1995-11-29 00:00:00,,801  Logan ST,,,,,,801,,Logan,ST,,NA,No District,5DV.741,{00000000-0000-0000-0000-000000000000}
16,Evans Chapel,107,1969-04-25 00:00:00,,2199 S Race ST,,,,,,,,Denver Univ,,,NA,No District,5DV.174,{00000000-0000-0000-0000-000000000000}
243,Talmage & Boyer Terrace & Commercial Block,511,1985-07-20 00:00:00,,2925 N Wyandot ST,,,,,,2925,N,Wyandot,ST,,NA,No District,,{00000000-0000-0000-0000-000000000000}
28,US Mint,331,1972-08-17 00:00:00,,320 W Colfax AVE,,,,,,320,W,Colfax,AVE,,6,CIVIC CENTER,5DV.164,{00000000-0000-0000-0000-000000000000}
65,US Post Office,506,1974-09-11 00:00:00,,1823  Stout ST,,,,,,1823,,Stout,ST,,NA,No District,5DV.201,{00000000-0000-0000-0000-000000000000}
258,The Aldine,196,1996-03-08 00:00:00,,1001 E 17th AVE,1021,,,,,1001,E,17th,AVE,1021,35,SWALLOW HILL,5DV.660,{00000000-0000-0000-0000-000000000000}
331,The Waldman,540,2011-10-24 00:00:00,,1515 E 9th AVE,,,,,,1515,E,9th,AVE,,NA,No District,,{00000000-0000-0000-0000-000000000000}
166,1st And Broadway Building,289,1986-05-21 00:00:00,,101  Broadway,115,,,,,101,,Broadway,ST,115,NA,No District,5DV.53,{00000000-0000-0000-0000-000000000000}
231,Boat House Pavilion,930,1994-11-22 00:00:00,,691 S Franklin ST,,,,,,,,Washington P,,,NA,No District,5DV.5333,{00000000-0000-0000-0000-000000000000}
222,Bath House,677,1994-09-16 00:00:00,,600 S Marion ST,,,,,,,,Washington P,,,NA,No District,5DV.5333,{00000000-0000-0000-0000-000000000000}
154,Mayan Theater,83,1984-03-07 00:00:00,,110  Broadway,,,,,,110,,Broadway,ST,,NA,No District,5DV.52,{00000000-0000-0000-0000-000000000000}
323,Hangar 61,724,2007-12-03 00:00:00,,8700 E 21st AVE,,,,,,8700,E,21st,AVE,,NA,No District,,{00000000-0000-0000-0000-000000000000}
189,Greeters of America,404,1990-07-17 00:00:00,,1740  Ulster  ST,1760,,,,,1740,,Ulster ,ST,1760,NA,No District,5DV.3401,{00000000-0000-0000-0000-000000000000}
293,Steck Elementary School,389,1999-05-28 00:00:00,,425  Ash ST,,,,,,425,,Ash,ST,,NA,No District,5DV.2073,{00000000-0000-0000-0000-000000000000}
295,Dugal Farmhouse,530,1999-07-23 00:00:00,,4775 E 6th AVE,,,,,,4775,E,6th,AVE,,NA,No District,,{00000000-0000-0000-0000-000000000000}
296,Leeman Auto Company Building,654,1999-09-07 00:00:00,,550  Broadway ST,,,,,,550,,Broadway,ST,,NA,No District,5DV.6140,{00000000-0000-0000-0000-000000000000}
297,Amos B. Hughes House,655,1999-09-07 00:00:00,,3600  Clay ST,,,,,,3600,,Clay,ST,,13,POTTER HIGHLANDS,5DV.85.59,{00000000-0000-0000-0000-000000000000}
299a,Ten-Winkel Towers,202,2000-03-10 00:00:00,,404 W 12th AVE,410,,,,,404,W,12th,AVE,410,NA,No District,5DV.8359,{00000000-0000-0000-0000-000000000000}
299b,Carpenter Gothic Houses,202,2000-03-10 00:00:00,,1173  Delaware  ST,1179,,,,,1173,,Delaware ,ST,1179,NA,No District,,{00000000-0000-0000-0000-000000000000}
300,The Colonnade,378,2000-05-26 00:00:00,,1210 E Colfax AVE,,,,,,1210,E,Colfax,AVE,,NA,No District,5DV.2611,{00000000-0000-0000-0000-000000000000}
301,Aromor Apartment Building,402,2000-06-02 00:00:00,,225 E 13th AVE,,,,,,225,E,13th,AVE,,NA,No District,5DV.3269,{00000000-0000-0000-0000-000000000000}
302,1750 Gilpin Building,766,2000-10-06 00:00:00,,1750  Gilpin ST,,,,,,1750,,Gilpin,ST,,NA,No District,5DV.2251,{00000000-0000-0000-0000-000000000000}
304,Hamilton Apartment Building,313,2002-07-25 00:00:00,,1475  Humboldt ST,,,,,,1475,,Humboldt,ST,,NA,No District,5DV.2658,{00000000-0000-0000-0000-000000000000}
1,Emmanuel/Sherith Chapel,1,1968-01-10 00:00:00,,1201  10th ST,,,,,,1201,,10th,ST,,NA,No District,5DV.120,{00000000-0000-0000-0000-000000000000}
2,Constitution Hall (Site - Demolished),2,1968-01-10 00:00:00,,1501  Blake ST,1507,,,,,1501,,Blake,ST,1507,15,LOWER DOWNTOWN,5DV.467 De-listed,{00000000-0000-0000-0000-000000000000}
3,Governors Mansion,3,1968-01-10 00:00:00,,400 E 8th AVE,,,,,,400,E,8th,AVE,,21,7TH AVENUE,5DV.169,{00000000-0000-0000-0000-000000000000}
4,St Johns Episcopal Church,123,1968-05-01 00:00:00,,1313  Clarkson ST,,,,,,1313,,Clarkson,ST,,NA,No District,5DV.171,{00000000-0000-0000-0000-000000000000}
5,Immaculate Conception,124,1968-05-01 00:00:00,,401 E Colfax AVE,,,,,,401,E,Colfax,AVE,,NA,No District,5DV.111,{00000000-0000-0000-0000-000000000000}
6,Byers/Evans House,125,1968-05-01 00:00:00,,1310  Bannock ST,,,,,,1310,,Bannock,ST,,6,CIVIC CENTER,5DV.163,{00000000-0000-0000-0000-000000000000}
7,Trinity Methodist Church,126,1968-05-01 00:00:00,,1820  Broadway ST,,,,,,1820,,Broadway,ST,,38,DOWNTOWN DENVER,5DV.115,{00000000-0000-0000-0000-000000000000}
8,First Baptist Church,321,1968-10-01 00:00:00,,1373  Grant  ST,,,,,,1373,,Grant ,ST,,6,CIVIC CENTER,5DV.5990,{00000000-0000-0000-0000-000000000000}
10,Daniels And Fisher Tower,420,1968-12-27 00:00:00,,1101  16th ST,,,,,,1101,,16th,ST,,38,DOWNTOWN DENVER,5DV.118,{00000000-0000-0000-0000-000000000000}
11,Denver Womens Press Club,421,1968-12-27 00:00:00,,1325  Logan ST,,,,,,1325,,Logan,ST,,NA,No District,5DV.742,{00000000-0000-0000-0000-000000000000}
12,Four Mile House,422,1968-12-27 00:00:00,,715 S Forest  ST,,,,,,715,S,Forest ,ST,,NA,No District,5DV.7,{00000000-0000-0000-0000-000000000000}
13,Zion Baptist Church,104,1969-04-25 00:00:00,,933 E 24th AVE,,,,,,933,E,24th,AVE,,NA,No District,5DV.202.2,{00000000-0000-0000-0000-000000000000}
14,St Elizabeths Church,105,1969-04-25 00:00:00,,1060  11th ST,,,,,,1060,,11th,ST,,NA,No District,5DV.128,{00000000-0000-0000-0000-000000000000}
15,S. Broadway Christian Church,106,1969-04-25 00:00:00,,23  Lincoln ST,25,,,,,23,,Lincoln,ST,25,NA,No District,5DV.730,{00000000-0000-0000-0000-000000000000}
17,St Marks Church,50,1970-02-18 00:00:00,,1160  Lincoln ST,,,,,,1160,,Lincoln,ST,,NA,No District,5DV.170,{00000000-0000-0000-0000-000000000000}
18,Scott Methodist Church,51,1970-02-18 00:00:00,,2201  Ogden ST,,,,,,2201,,Ogden,ST,,NA,No District,5DV.127,{00000000-0000-0000-0000-000000000000}
19,St Cajetans Church,150,1970-04-08 00:00:00,,900  Lawrence ST,,,,,,900,,Lawrence,ST,,NA,No District,5DV.702,{00000000-0000-0000-0000-000000000000}
20,Molly Brown House,113,1971-03-30 00:00:00,,1340  Pennsylvania ST,,,,,,1340,,Pennsylvania,ST,,31,PENNSYLVANIA STREET,5DV.178,{00000000-0000-0000-0000-000000000000}
